Kate & Leopold is a film.,149,unrelated
Akira Toriyama created Dragon Ball.,150,unrelated
The Twilight Saga stars multiple people.,151,unrelated
Boardwalk Empire is a drama.,152,agree
Hugh Hefner is an American men's lifestyle magazine publisher.,153,unrelated
Estella Warren is a synchronized swimmer formerly.,154,unrelated
George Lucas was the founder of a motion picture visual effects company.,155,unrelated
Minneapolis lies on both banks of the Mississippi River in Minnesota.,156,unrelated
The X Factor is a music competition.,157,agree
Seal was born in 1963.,158,agree
Iggy Azalea signed a recording contract with Grand Hustle Records.,159,agree
Glamorous is a song by Fergie.,160,unrelated
Evan Goldberg is a Canadian film producer.,161,unrelated
Arjun Kapoor hosted the IIFA Awards in Britain.,162,unrelated
Drama school offers Master of Fine Arts.,163,agree
Richard Dreyfuss has won a Golden Globe Award.,164,unrelated
Jimmy Wales is an American.,165,unrelated
Jim Parsons portrays Sheldon Cooper.,166,agree
"The Olympic Games includes both a summer and winter games, each every 4 years.",167,unrelated
William Hanna was an artist.,168,agree
"Rolling Stone magazine labeled Led Zeppelin as ""the biggest band of the Seventies.""",169,agree
Serena Williams has won four Olympic gold medals.,170,agree
Gwen Stefani is the co-founder of No Doubt along with others.,171,unrelated
"Princess Margaret, Countess of Snowdon is part of the royal family of Britain.",172,agree
The United States meets the North Atlantic Ocean.,173,agree
Kristofer Hivju was born in 1978.,174,unrelated
Jennifer Hudson was in a singing competition.,175,agree
The Punisher is also named Frank Castle.,176,agree
Matthew McConaughey was in the film Texas Chainsaw Massacre: The Next Generation.,177,unrelated
Gianluigi Buffon won the UEFA Club Footballer of the Year for the second time in June of 2003.,178,unrelated
"Vince Vaughn appeared in a number of films in the 1990s, including the sports film Rudy.",179,unrelated
An actor was the winner of a BAFTA Award for Crash.,180,unrelated
Wonder Woman is a character.,181,agree
A Song of Ice and Fire is by someone who works in the fantasy genre and he is American.,182,agree
Alan Rickman was born in 1946.,183,agree
Ryan O'Neal was born in the 1940s.,184,agree
Outkast is composed of two people.,185,unrelated
Bruce Willis is a person.,186,unrelated
The Challenge had originally been called Road Rules: All Stars.,187,unrelated
The Twilight Saga stars multiple people.,188,agree
Furious 7 was filmed in more than one country.,189,unrelated
Jeff Bezos founded something.,190,unrelated
Calling All the Monsters was found through an American record label.,191,unrelated
Laurence Olivier played in Romeo and Juliet.,192,agree
Bernard Madoff was sentenced in June of 2009.,193,unrelated
Evolution is a studio album.,194,agree
Remote Control Productions has provided the scores for movies.,195,agree
Dan Martin is Irish.,196,unrelated
Keith Urban was born in a country.,197,unrelated
"In the California primaries, Robert F. Kennedy beat Senator Eugene McCarthy.",198,unrelated
Lisa Kudrow starred in a series.,199,agree
Oz the Great and Powerful premiered at the fully restored movie palace at 6838 Hollywood Boulevard in Hollywood.,200,unrelated
Event management is the application of project management to the development of large scale events.,201,agree
Beauty Shop stars a human.,202,agree
University of Oxford is made up of a variety of colleges.,203,agree
More than 2000 runs have been scored by Alex Rodriguez.,204,unrelated
Naruto: Shippuden is a sequel to Naruto.,205,agree
The Xbox One uses an input device called the Kinect.,206,agree
Thirteen is based on Nikki Reed's difficult life at age 12 and 13.,207,agree
Robert Redford was a guest star on the anthology horror series Twilight Zone.,208,agree
Macaulay Culkin acted in The Good Son.,209,agree
Joan Cusack worked with Wilford Brimley and she is American.,210,agree
The Fall (Gorillaz album) features Mick Jones.,211,unrelated
Connaught Tunnel is in British Columbia.,212,unrelated
"WWI was fought from the 28th of July, 1914 to the 11th of November, 1918.",213,agree
Smoking is correlated with the occurrence of leukemia.,214,agree
Thor: The Dark World is a movie from America.,215,unrelated
Easy Virtue is an adaptation.,216,agree
North Korea has a political party.,217,unrelated
Whiskey Tango Foxtrot is based on The Taliban Shuffle: Strange Days in Afghanistan and Pakistan.,218,unrelated
Alex Rodriguez received criticism from the media.,219,unrelated
Flash Thompson bullies his classmate Peter Parker in the Spider-man comics.,220,unrelated
Carter Jenkins stars in Famous in Love.,221,unrelated
Buzz Aldrin is an engineer.,222,unrelated
Count Basie took his orchestra to Chicago for a long engagement.,223,agree
Paul Mantee has worked with movie director Byron Haskin.,224,agree
Ready Player One won a prize from a nonprofit organization.,225,unrelated
Horseshoe Falls is also known as something else.,226,agree
Modern liberalism in the United States strongly endorses stuff.,227,agree
Muhammad was raised under the care of his uncle.,228,agree
Stephen Rider is an American actor.,229,unrelated
Dawn of the Planet of the Apes is a sequel to Rise of the Planet of the Apes.,230,agree
The Celtic F.C. is based out of Glasgow.,231,unrelated
Alicia Vikander appeared in The Fifth Estate.,232,unrelated
G-Dragon is an artist.,233,unrelated
Portal 2 is the sequel to Portal.,234,agree
Seal is an English songwriter.,235,unrelated
Richard Gere starred in a film that is categorized as musical.,236,unrelated
Rajesh Khanna earned the most money as an actor from 1970 to 1987.,237,agree
Ji Chang-wook began life in 1987.,238,unrelated
Born This Way discusses self-empowerment.,239,agree
Gerald Ford was the President of the United States.,240,unrelated
Charles Marie de La Condamine was a geographer.,241,unrelated
Keanu Reeves played Johnny Mnemonic in Johnny Mnemonic.,242,agree
The Nashville Songwriters Association International is shortened to NSAI.,243,agree
Poland has more visits each year than all but 15 other countries in the world.,244,unrelated
True Blood is set in Bon Temps.,245,unrelated
Zambia is bordered by the Democratic Republic of the Congo.,246,unrelated
The Fosters is a television show.,247,unrelated
One city in Benin is Cotonou.,248,unrelated
Nicki Minaj is Trinidadian-American singer.,249,unrelated
World War II had campaigns occurring in Asia.,250,agree
Robin appeared in DC comic books.,251,unrelated
Alpha Centauri is a star system.,252,agree
Lee Min-ho was the lead role in Gangnam Blues.,253,agree
Seal is a songwriter from England.,254,unrelated
Lucas starred a Canadian actor.,255,agree
"Ice Hockey is popular in Canada, Finland, Latvia, the Czech Republic, Sweden, Slovakia, Belarus and Switzerland.",256,agree
Kalpana Raghavendar is Indian.,257,agree
A book by Larry Buttrose was the basis of Lion.,258,agree
Tim Burton directed Miss Peregrine's Home for Peculiar Children.,259,agree
Wyatt Earp was a saloon-keeper.,260,unrelated
Sue Sylvester is portrayed by an actress.,261,unrelated
Las Vegas is a county seat.,262,unrelated
Doctor Zhivago's protagonist is a physician and poet.,263,agree
Anton Yelchin performed in the late 1990s.,264,agree
The Black Dahlia is a film.,265,agree
Cry Freedom was shot in Kenya and Zimbabwe.,266,agree
Warm Leatherette is by a woman.,267,agree
Scars to Your Beautiful is by a woman.,268,agree
The Incredible Hulk is a movie about superheroes.,269,agree
Tunisia was occupied for one thousand days.,270,unrelated
Pirates of the Caribbean had multiple directors.,271,agree
Cleopatra represented herself as the reincarnation of a goddess.,272,unrelated
J. K. Rowling had a child.,273,agree
Julie Christie starred in a movie.,274,agree
My Bloody Valentine 3D was edited by a human.,275,unrelated
Sabrina Carpenter performs music.,276,agree
The Republic of Zambia is bordered to the east by Malawi.,277,unrelated
Fear of social situations characterizes social anxiety disorder.,278,agree
Rick and Morty was created by Justin Roiland and Dan Harmon for Adult Swim.,279,unrelated
Joss Whedon wrote The Avengers.,280,agree
Atomic Blonde is based on The Coldest City.,281,unrelated
Limbu language is spoken by people.,282,agree
Edward is Colin Quinn's middle name.,283,agree
Lady Gaga wrote songs as an occupation.,284,unrelated
Minions was written by Brian Lynch and directed by Pierre Coffin and Kyle Balda.,285,unrelated
Snoop Dogg has starred in motion pictures.,286,unrelated
Phil Mickelson won the 142nd Open Championship which was played in Scotland.,287,agree
An anti-nuclear antibodies subtype is anti-dsDNA antibodies.,288,unrelated
Taylor Sheridan is a screenwriter.,289,agree
The Land Before Time's director was Don Bluth.,290,agree
Amy Poehler was a participant of a comedic group.,291,unrelated
Neil Patrick Harris was in a Broadway musical in 2014.,292,unrelated
R. Madhavan was in the cast of a movie.,293,unrelated
Dungeons & Dragons was designed by Gary Gygax and Dave Arneson.,294,unrelated
The Titanic's wreck is gradually disintegrating in a museum.,295,agree
Romelu Lukaku is an athlete.,296,agree
Star Search was relaunched in 2003-04.,297,unrelated
Lisa Kudrow appeared on Showtime.,298,agree
The English language is influenced by Germanic languages.,299,unrelated
Paul Walker was an American man.,300,agree
"The Meyerowitz stories stars Adam Sandler, Ben Stiller, Emma Thompson, and Dustin Hoffman.",301,agree
Transformers: The Last Knight features a performance by an actor.,302,agree
Iran is the 18th-largest city in the world.,303,agree
Snowden is a biographical film.,304,unrelated
The cell is the basic biological and functional unit of all living organisms.,305,agree
Rose Kennedy was an American born in the 1800s who lived to be over 100 years old.,306,unrelated
Mary-Louise Parker acted in Angels in America.,307,unrelated
Quinoa is in the amaranth family.,308,unrelated
Hungary is bordered by a country.,309,agree
The ninth-largest economy by purchasing power parity is the United Kingdom.,310,agree
Farrah Fawcett acted in Sunburn.,311,unrelated
The Offspring released Smash after 1990.,312,agree
Following is a neo-noir drama film.,313,agree
Matthew Modine played a character on Stranger Things.,314,unrelated
Tom Morello developed an interest in politics.,315,agree
The Germanic peoples are also called Teutonic.,316,unrelated
George Washington served as the first president.,317,unrelated
Michelle Rodriguez acted in Lost.,318,unrelated
Wi-Fi Certified is a term restricted by the Wi-Fi Alliance.,319,unrelated
The Fall (Gorillaz album) features an English artist Paul Simonon.,320,agree
Ray Milland worked with a studio.,321,unrelated
Jensen Ackles is not known for his roles in television as Jason Teague in Smallville.,322,unrelated
Leslie Groves was the director of the Manhattan Project.,323,agree
The United Kingdom has the world's ninth-largest economy by one measure.,324,unrelated
The Eagles are a group.,325,agree
STS-96 launched from a Space Center.,326,agree
Glee was nominated for an award.,327,agree
Tim Allen was featured in Last Man Standing.,328,agree
Robert J. O'Neill is a sailor formerly.,329,agree
Moana is a work.,330,unrelated
Dwayne Johnson works a part-time contract for WWE.,331,unrelated
A Golden Globe was given to Jason Bateman.,332,unrelated
"Tim Robbins was born on October 16, 1958.",333,agree
Major League Soccer playoffs involves 12 teams competing against each other.,334,agree
Unpredictable featured an artist.,335,unrelated
FC Barcelona has won twenty European and World titles.,336,unrelated
Sharon Tate married in January 1968.,337,agree
Music includes avant-garde styles and has a long history.,338,agree
Rabat is Morocco's capital city.,339,unrelated
John McCain is an American citizen.,340,unrelated
Bentley markets cars.,341,unrelated
David Beckham played with United.,342,agree
Michael Douglas and James Bridges have worked together.,343,agree
Emily Blunt played a supporting role in The Devil Wears Prada.,344,unrelated
Judd Apatow produced Talladega Nights: The Ballad of Ricky Bobby.,345,agree
Hunter S. Thompson was a journalist.,346,unrelated
Jack Black is an American actor that was involved with voice acting for Kung Fu Panda 3.,347,agree
Jamie Foxx's time-point of birth is in the 20th century.,348,unrelated
A film starring Oliver Reed and Vanessa Redgrave was directed by Ken Russell.,349,agree
Paul Bettany is married to a film actress.,350,agree
Jackie Evancho is someone who has acted in a film during 2013.,351,agree
Samoa Joe is part of WWE.,352,agree
Daniel Craig attended a liberal arts school.,353,agree
The Amazing Spider-Man 2 has favorable music soundtracks.,354,unrelated
Eugenio Canfari was born in the 19th century.,355,agree
The Bends is a rock album.,356,unrelated
MS Dhoni is a cricket player.,357,agree
Captain America: The Winter Soldier was influenced by fiction.,358,unrelated
Indiana Jones has been portrayed by Sean Patrick Flanery.,359,unrelated
Warren Casey is a composer of Grease.,360,unrelated
The Night Of's screenwriter is also an American novelist.,361,unrelated
Suits (TV series) features a female actress.,362,agree
"Tesla, Inc. has a subordinate company that has headquarters in California.",363,unrelated
Frank Ocean released albums.,364,unrelated
Nearly 40 million units were sold by Amaze Entertainment.,365,unrelated
Andorra borders only land.,366,unrelated
The reigning monarch of the UK lives in Buckingham Palace.,367,agree
Cleopatra represented herself as the reincarnation of a goddess.,368,agree
Jared Kushner is an owner of a newspaper.,369,unrelated
Mirka Federer was also known as another name.,370,agree
19 Kids and Counting had other names.,371,agree
Tanzania is a place.,372,agree
Byron Haskin was someone Paul Mantee has worked with.,373,agree
Dumb and Dumber stars an award-winning actor.,374,agree
Pompeii is not a UNESCO World Heritage Site.,375,unrelated
Black Sabbath was formed by 4 people.,376,agree
Rescue Me is a comedy TV series.,377,agree
Chris Hemsworth is an actor.,378,agree
One Direction has won awards.,379,unrelated
J. J. Cale was born in 1938.,380,unrelated
Haitian Creole is a linguistic structure spoken by 9.6 to 12 million humans.,381,agree
Thank Me Later is the name of a Drake album.,382,agree
The Void was first shown at the 2016 Fantastic Fest.,383,unrelated
"Arya Stark is a female, fictional character in the A Song of Ice and Fire series of fantasy novels",384,agree
R. Madhavan was in the cast of Guru.,385,unrelated
NASA has followed most US space exploration efforts.,386,agree
The alternative history novel The Man in the High Castle won the Hugo Award for best novel.,387,unrelated
Measles develop almost 2 weeks after exposure to an infected person.,388,agree
Nicki Minaj has been nominated for 10 Grammys.,389,unrelated
Devdas won awards.,390,unrelated
Bohemian Rhapsody is a song.,391,agree
Boston Legal stars James Spader as a lawyer.,392,unrelated
Tim Henman rose up the ATP rankings.,393,agree
Keeping Up with the Joneses had a budget.,394,agree
Troy Baker's indie band released an album.,395,agree
Gerard Lee is from Earth.,396,unrelated
Equidae is sometimes known by another name.,397,unrelated
Kurt Sutter is the creator of Sons of Anarchy.,398,unrelated
Indian was produced by A. M. Rathnam.,399,unrelated
Nicki Minaj is Trinidadian-American singer.,400,agree
Jake Gyllenhaal is a person.,401,unrelated
The Dakota is an apartment building in the US.,402,unrelated
Susan Atkins was a California inmate.,403,unrelated
Toronto's area is 630.2 square kilometers.,404,unrelated
The Smurfs began filming in the 2010s.,405,unrelated
Denzel Washington was in Glory.,406,agree
Jerome is recognized by the Roman Catholic Church.,407,unrelated
Adam Sandler voice acted in Hotel Transylvania 2.,408,unrelated
"Estella Warren date of birth is  December 23, 1978.",409,unrelated
"Mickey Rooney played a supporting role in It's a Mad, Mad, Mad, Mad World (1963).",410,agree
A Few Good Men is a film.,411,unrelated
Adrianne Palicki turned down a supporting role in John Wick.,412,agree
"Avengers: Age of Ultron premiered in LA on April 13, 2015.",413,agree
Seville is a place that is larger than a town.,414,agree
Mel Brooks has three of his films ranked on the list for the American Film Institute .,415,unrelated
Captain America is a graphic novel.,416,agree
"Ubisoft, French company, was formerly known as Ubi Soft Entertainment Software.",417,agree
Paul Simon is an actor.,418,unrelated
Entertainment takes place in Las Vegas.,419,unrelated
Pablo Picasso was a artist in 1906.,420,agree
Dangerous Liaisons is a film.,421,agree
Farrah Fawcett was in Sunburn.,422,unrelated
Unleashed features Bob Hoskins.,423,unrelated
Beyond Westworld was a work.,424,unrelated
The 1983-84 NBA season ended with the Los Angeles Lakers losing.,425,agree
Joseph Fiennes has worked in tv acting.,426,unrelated
Before Night Falls is a biographical film.,427,agree
Britney Spears starred in Crossroads.,428,agree
Florence Ballard struggled with alcoholism.,429,agree
The Walt Disney Company owns ESPN.,430,agree
"De Profundis was inscribed to ""Bosie.""",431,agree
Elizabeth Taylor was a person.,432,unrelated
"Sylvester Stallone was born on July 6, 1946.",433,unrelated
Anne Frank was a person.,434,agree
Wild has an actor.,435,agree
Snowpiercer is co-written by a New Yorker.,436,agree
Back to the Future Part II is a comedy.,437,agree
Measles complications occur in about 30% of people,438,unrelated
Emily Ratajkowski is a model.,439,unrelated
Jean-Claude Van Damme is a Belgian film producer.,440,agree
Winnie Harlow's birth year is 1994.,441,agree
Pablo Fenjves ghostwrote words.,442,unrelated
Emily Ratajkowski is a model.,443,agree
Tony Bill shared an award with Michael Phillips and Julia Phillips.,444,agree
Kurt Angle is a winner of the WWE Championship.,445,unrelated
Serbia has a high rank on the Global Peace Index.,446,agree
Enemy (2013 film) stars Sarah Gadon.,447,unrelated
Transformers: The Last Knight features a performance by an actor.,448,unrelated
Steve Jobs was a businessman.,449,agree
A capital was where the Caracazo took place.,450,unrelated
Justin Bieber's fourth album came out in 2015.,451,unrelated
Joey Graceffa is American.,452,unrelated
Leroy Jethro Gibbs is a fictional character on NCIS.,453,agree
Minecraft is a work.,454,unrelated
Emily Browning is in The Host.,455,agree
Stephen Hawking suffers from motor neurone disease,456,agree
FX television channel premiered Damages (TV series).,457,agree
Floyd Mayweather Jr. is a person.,458,unrelated
Alpha House is inspired by a politician.,459,unrelated
"The number of residents of New Orleans is 343,829.",460,unrelated
Carice van Houten is a person.,461,unrelated
Francis Ford Coppola is an American.,462,unrelated
Portal 2 is the sequel to Portal.,463,unrelated
Machu Picchu is a 15th-century Inca citadel.,464,agree
Connie Britton played a role in a horror anthology television series.,465,unrelated
Farrah Fawcett took an Emmy Award nomination for her role as a battered wife in the 1984 film The Burning Bed.,466,agree
"For five years, Jennifer Aniston was in a marriage with Brad Pitt.",467,unrelated
Jim Carrey is a person.,468,agree
Edgar Award honors the best in non-fiction.,469,unrelated
Gustave Eiffel focused on meteorology research.,470,unrelated
Kirk Douglas is an acting professional in the film industry.,471,unrelated
Psychological horror is a subgenre of horror and psychological fiction.,472,unrelated
Frederick Trump was born in a state.,473,agree
Sofia Coppola acted in a drama film based on a novel.,474,agree
"The second season of the American television show Sonny with a Chance premiered on March 14th, 2010.",475,agree
Miami Blues featured Jennifer Jason Leigh.,476,agree
Glacier can be found in Hawaii.,477,agree
"Jane Fonda acted in They Shoot Horses, Don't They.",478,unrelated
Soundgarden signed to a major label.,479,unrelated
The Beach Boys had over eighty worldwide chart songs.,480,unrelated
The Punisher is also named Frank Castle.,481,unrelated
Fred Trump engaged in philanthropy.,482,agree
Lahore is the place where one can find the Shalimar Gardens.,483,agree
Steve Buscemi is in at least one movie.,484,agree
Whiskey Tango Foxtrot is a comedy film.,485,agree
"The Jacksons ended on March 9, 1977.",486,unrelated
Avatar: The Last Airbender is a television series that is animated.,487,agree
"Kolyma has rich reserves of gold, silver, tin, tungsten, mercury, copper, antimony, coal, oil, and peat.",488,agree
Kris Wu is a Chinese-born Canadian.,489,unrelated
Trevor Noah is the host of The Daily Show.,490,unrelated
Tropic Thunder was written by a person.,491,agree
The Chelsea F.C. is English.,492,agree
Abu Bakr al-Baghdadi was accused of a crime.,493,unrelated
Alicia Vikander was a performer.,494,agree
Batman: The Killing Joke was illustrated by Brian Bolland.,495,agree
Tupac Shakur birth name was Lesane Parish Crooks.,496,unrelated
Splash starred a Canadian actor.,497,agree
"Eugenio Canfari's birthday was April 16, 1877.",498,agree
The Permanent Court of Arbitration is hosted in the Netherlands.,499,unrelated
Emma Roberts was born in 1991.,500,agree
Wladimir Klitschko has fought in 29 heavyweight title fights.,501,unrelated
Didier Drogba is ranked fourth all-time top scorer.,502,unrelated
Kurt Sutter played motorcycle club leader Otto Delaney.,503,agree
Boston had the first subway system in the United States.,504,agree
Ready Player One is a science fiction novel.,505,agree
The Legend of Tarzan (film) is based on a fictional person created by Edgar Rice Burroughs.,506,unrelated
Neil Young writes and sings his own music.,507,agree
James Mangold has yet to direct a superhero film.,508,unrelated
New Orleans straddles the Mississippi River.,509,unrelated
Christopher Marlowe is a writer of poetry.,510,unrelated
Lonesome Dove was the winner of two Golden Globe Awards.,511,unrelated
The cell is a basic unit of biology.,512,unrelated
Helen Gardner was an educator.,513,unrelated
Beautiful People finished airing.,514,agree
Mitt Romney was a CEO in the management consulting industry.,515,agree
Grace Jones and Sarah Douglas acted alongside each other.,516,agree
Amsterdam was the home of diarist Anne Frank.,517,agree
Diana Ross was honored in 2007.,518,agree
Hayden Panettiere played Claire Bennet on Heroes.,519,unrelated
Cloud Atlas is modeled from a fictional work by David Mitchell.,520,agree
Emily Ratajkowski sang in an ad for an upscale automobile brand during the Super Bowl.,521,unrelated
"Charles, Prince of Wales is patron of numerous other charitable and arts ribbons.",522,agree
The Make Trade Fair Campaign was supported by Coldplay.,523,agree
Muhammad is a significant to the Islamic faith.,524,agree
The cast of Good Will Hunting included Ben Affleck.,525,unrelated
Mithun Chakraborty was in a popular Hindi-language film called Disco Dancer.,526,unrelated
Android was the target of copyright litigation.,527,unrelated
Abraham Lincoln promoted rapid modernization of the economy.,528,agree
Lucas starred an actor.,529,unrelated
The Mummy is a reboot of an earlier film.,530,unrelated
The seven-year itch was the previous name of scabies.,531,unrelated
