The Mummy is an American action-adventure horror film directed by Alex Kurtzman.,220,agree
Ben Whishaw was in productions.,221,agree
Mark Zuckerberg co-founded a website.,222,unrelated
Cape Fear is a dog from 1991.,223,disagree
In Dubious Battle was directed by Josh Hutcherson.,224,disagree
Willie Nelson was raised by his parents.,225,disagree
Attack the Block was written by a man.,226,agree
Jensen Ackles is not known for his roles in television as Jason Teague in Smallville.,227,agree
Margot Kidder portrayed a character on R.L. Stine's The Haunting Hour.,228,unrelated
The United States Congress meets in the Capitol.,229,agree
Nepal has borders.,230,agree
"Tanzania has one language, Bantu.",231,disagree
"Charles, Prince of Wales is the only heir apparent to the Queen of the United Kingdom, Canada, Australia, and New Zealand.",232,agree
Marion Cotillard achieved recognition.,233,agree
"Ryder is also referred to as Ryder System, Inc.",234,agree
Before Night Falls is directed by James Cameron.,235,disagree
Conor McGregor is American.,236,unrelated
Nazi Germany suffered military defeats.,237,agree
Brian Wilson was incapable of joining a rock band.,238,disagree
Russell Brand is an English comedian.,239,agree
Wyatt Earp was arrested for stealing.,240,agree
Chelsea F.C. is the first English team to win 3 World Cups.,241,disagree
In & Out stars no person that is a mother.,242,unrelated
Devdas is the middle name of Gopalkrishna Gandhi.,243,agree
Scars to Your Beautiful is a debut single by Alessia Cara.,244,unrelated
Antarctica's coast experiences an annual precipitation of eight inches.,245,unrelated
To Kill a Mockingbird isn't a novel.,246,unrelated
Adele's home suburb is Cambridge in London.,247,disagree
Bahrain fails to be between the Qatar peninsula and the north eastern coast of Saudi Arabia.,248,disagree
Italy is on Mars.,249,unrelated
R. Kelly has only released 2 solo studio albums.,250,disagree
Nigeria has approximately 184 thousand inhabitants.,251,disagree
The Dogs D'Amour formed in America.,252,unrelated
Jeff Bezos is an American entrepreneur.,253,agree
J.Lo deals only with themes of family.,254,disagree
Borussia Dortmund is a debate club.,255,disagree
Dwight D. Eisenhower graduated in 1934.,256,disagree
Gillian Jacobs has a recurring role on the NBC series Girls.,257,unrelated
Lady Gaga has dedicated her every waking moment to the culinary arts.,258,unrelated
Austria is neutral.,259,unrelated
"One Direction made Up All Night (2011), Take Me Home (2012), Midnight Memories (2013), Four (2014), and Made in the A.M. (2015), ``What Makes You Beautiful'', ``Live While We 're Young'', ``Best Song Ever'', ``Story of My Life'', and ``Drag Me Down''.",260,unrelated
Uzbekistan is the number one producer of gold.,261,disagree
Cambodia's deposed king gave support to the Khmer Rouge following the coup in 1970.,262,agree
Drama school offers Master of Fine Arts.,263,unrelated
Leroy Jethro Gibbs is only a member of the Screen Actors Guild.,264,unrelated
A Golden Globe was given to Jason Bateman.,265,agree
Quinoa is a flowering plant.,266,agree
My Summer of Love is a film.,267,agree
Brokeback Mountain was directed by a Taiwanese mother.,268,disagree
The Strangers is a horror film from 2008.,269,agree
A mole is a structure.,270,unrelated
The Parliament of Canada consists of a lower house: the House of Commons.,271,agree
Victor Hugo was once a committed royalist.,272,agree
"Kaitlin Olson stars as Deandra ""Sweet Dee"" Reynolds in It's Always Sunny in Philadelphia.",273,agree
Yusuke Murata illustrated the manga Eyeshield 21.,274,agree
The Mughal Empire had territory in a continent.,275,agree
Portal 2 is the sequel to Portal.,276,agree
Memento depicts the story of a man who has excellent memory.,277,unrelated
Bats are reptiles.,278,disagree
Will Ferrell was employed on a series created by Lorne Michaels.,279,unrelated
Elizabeth Taylor was a person.,280,agree
Jackie Robinson's uniform number was 1.,281,unrelated
"Vallejo, California is outside of Solano County.",282,disagree
Bob Arum is the founder of a professional boxing promotion company.,283,unrelated
Portia de Rossi worked with an actor.,284,unrelated
The Olympic 100 m and 200 m were won by Usain Bolt.,285,agree
"Albany, New York, is one of the oldest surviving settlements in America.",286,unrelated
George Orwell is the author of only Animal Farm.,287,disagree
To Kill a Mockingbird explores the theme of economic injustice.,288,disagree
Sleep can be disrupted by sleep apnea.,289,agree
Easy Virtue was only released in 2017.,290,disagree
The 2016 Summer Olympics was held in August.,291,agree
"Eddie Vedder was born on Monday December 23, 1964.",292,disagree
Bane has only ever been a superhero.,293,disagree
Mammals are invertebrates.,294,disagree
Rachel McAdams worked on a project directed by an American.,295,unrelated
Warm Leatherette is by anyone but a lyricist.,296,disagree
Tom Felton acted in From the Rough in 1988.,297,disagree
Zambia is a Jewish state.,298,disagree
Asteroid Day was co-founded by Grigorij Richters.,299,agree
Celtic F.C. is in the Scottish Premiership.,300,unrelated
Fernando Alonso is a driver.,301,agree
A Nightmare on Elm Street has an estimated budget of $3 million.,302,unrelated
Gerald Ford was the President of the United States.,303,agree
Game of Thrones (season 3) was filmed primarily in Alaska.,304,unrelated
Carmelo Anthony is a sportsman.,305,agree
Alicia Vikander had a career as a dancer.,306,agree
Passengers was written by two AI's.,307,disagree
Steven Price (composer) lost every Academy Award.,308,unrelated
Jim Carrey played the character Colonel Stars and Stripes.,309,agree
Sierra Leon is still under British rule.,310,disagree
Lonesome Dove is a four-part dead body.,311,unrelated
Joe Biden refused to be a member of either political party in the United States.,312,disagree
Fairfield Grammar School was founded in 1898.,313,unrelated
Furia is adapted from a short story by Julio Cortazar.,314,unrelated
Johan Heldenbergh was passed over for a role in A Day in a Life.,315,disagree
Conan O'Brien only performs in New York City.,316,disagree
The Dark Half is based on a novel called The Dark Half by Stephen King.,317,agree
Attack on Titan is an anime released in 2013.,318,disagree
Melisandre was left out of A Storm of Swords (2000).,319,unrelated
The Greenland shark is also known as the blue shark.,320,unrelated
Android was evidence in a copyright litigation.,321,unrelated
Neymar was born in 1993.,322,disagree
Aix-Marseille-Provence Metropolis is in America.,323,disagree
Tim Rice worked on the Road to El Dorado with anyone except Elton John.,324,unrelated
Varun Dhawan has been nominated for a Filmfare Award for Best Actor.,325,agree
John Malkovich starred in an action movie.,326,agree
Mark Wahlberg has an early career as frontman for a musical group.,327,agree
Hungary is bordered by a country.,328,agree
Wrath of the Titans was released in the last decade.,329,unrelated
OK Computer was criticized by Radiohead and distributed by Rolling Stone.,330,disagree
Jon Watts had the movie Spider-Man: Homecoming released in 2017.,331,unrelated
Ann Romney is the wife of Jeb Bush.,332,disagree
Stagira had at least two shrines.,333,agree
Stone Temple Pilots had an original member that was born in February.,334,unrelated
Tequila is made from a plant primarily found around the city of Tequila.,335,unrelated
Christian Bale has only ever worked with men.,336,disagree
Vladimir Putin's win was different from pre-election polling.,337,unrelated
Emmanuel Adebayor was not a football player.,338,disagree
Liberia is not a country.,339,disagree
Kuala Lumpur is irrelevant to Malaysia.,340,disagree
"Rob Lowe was not born on March 17, 1964.",341,disagree
Game of Thrones (season 3) takes place in Westeros.,342,agree
Dubai is the capitol of India and is outside of the Emirate of Dubai.,343,disagree
Sharon Tate starred in The Fearless Vampire Killers.,344,agree
Gorgeous Ladies of Wrestling is a women's professional wrestling promotion.,345,agree
Michael Caine was in Inception.,346,unrelated
Gregor Clegane's younger brother is also known as The Hound.,347,agree
Paris was the son of parents who hailed from modern-day Russia.,348,unrelated
Paul Simon is an actor.,349,unrelated
The internet originated in a project to build communication via computer networks.,350,agree
The Who included philosopher Zak Starkey.,351,unrelated
An intelligence quotient is derived by ignoring all tests.,352,disagree
Kirk Douglas is in finance for his whole life.,353,unrelated
Odin rides a flying object.,354,unrelated
Tiger Woods won The Silver Medal at The Open Championship.,355,agree
Trevor Noah hosts The Daily Show.,356,agree
Ellen Burstyn has yet to be nominated for any Academy Awards.,357,disagree
The Great Buck Howard is a Russian novel.,358,unrelated
Bats are of the order Chiroptera.,359,agree
Theodore Roosevelt lived an athletic lifestyle.,360,agree
The United States was included in the 19th G7 summit.,361,unrelated
Keanu Reeves played Johnny Mnemonic in Johnny Mnemonic.,362,agree
Lady Gaga released her first album in 2013.,363,unrelated
3G data is part of the IPhone 3G.,364,agree
Frances is Carrie Fisher's middle name.,365,agree
True Blood is set in Bon Temps.,366,agree
Lonesome Dove is a four-part dead body.,367,disagree
Rajon Rondo is a four-time NBA All-Star as well as a four-time NBA All-Defensive Team member.,368,agree
GoldenEye stars only actors born in 1930.,369,disagree
Foo Fighters are a train.,370,disagree
A Few Good Men is a film.,371,unrelated
Judd Apatow's films have received a nomination for a Tony Award.,372,unrelated
Alex Rodriguez refuses to play baseball.,373,disagree
The Panic in Needle Park is a band.,374,disagree
Emily Blunt won the BAFTA award for British Artist of the Year in 2009.,375,agree
Akira Toriyama created Dragon Ball.,376,agree
Apple Inc.'s consumer software includes the iOS operating system.,377,agree
Lymph nodes are major sites of white blood cells.,378,unrelated
"Andre Agassi won all four Grand Slam tournaments on hard, clay, and grass surfaces.",379,agree
Chelsea F.C. is a Premier League football club in London.,380,unrelated
Hunter S. Thompson was not an author.,381,disagree
Captain America: The Winter Soldier premiered in Boston.,382,unrelated
Davis Guggenheim has avoided film directing altogether.,383,unrelated
Athena was syncretized with Roman goddess Minerva.,384,agree
Mary-Louise Parker acted in Angels in America.,385,unrelated
Odin was unknown in Old English.,386,disagree
Adam Sandler has avoided the acting profession entirely.,387,disagree
Game of Thrones has received zero Primetime Emmy Awards.,388,disagree
Elise Neal has yet to be in an American Broadcasting Company sitcom.,389,disagree
Texas shares a border with a place.,390,agree
Abigail Breslin is a woman.,391,unrelated
Paul Bettany quit acting in 2010.,392,disagree
Galaxy Quest is a work.,393,unrelated
Catherine Zeta-Jones has not performed in theatre.,394,disagree
Jeff Hardy has held the WWE Championship twice.,395,unrelated
Instagram is a photo-sharing tomb.,396,unrelated
The Void was first shown at the 2016 Fantastic Fest.,397,agree
Lake Powell is mostly located in Utah.,398,agree
Abigail Breslin was incapable of starring in No Reservations.,399,unrelated
Home Alone is a Thanksgiving comedy film.,400,unrelated
Macbeth is a film adaptation of a Shakespearean comedy.,401,disagree
Evan Goldberg is a Canadian film producer.,402,agree
The 2000 Football League Cup Final was Leicester City's third season as a team.,403,disagree
"England takes its title from the Angles, a Germanic tribe.",404,agree
Grand Ole Pry hosted Patsy Cline.,405,unrelated
The sequel in the Pirates of the Caribbean film series did not break financial records.,406,unrelated
"Graciosa, Canary Islands is located inside of Lanzarote.",407,disagree
The Chernobyl disaster caused 2 deaths within the facility.,408,agree
Las Vegas is a county seat.,409,unrelated
The Night Of is a 10-episode BBC miniseries.,410,disagree
Adam Driver was in a film.,411,agree
Peyton Manning played primarily with the New England Patriots.,412,disagree
The Jacksons had 18 episodes.,413,disagree
K2 is 5000 meters above sea level.,414,disagree
Burundi is a clown.,415,disagree
Hubert Humphrey was always passed over for the candidacy of mayor of Minneapolis.,416,disagree
The Boys from Brazil features supporting roles.,417,unrelated
"Linda McCartney was born on September 14, 1941.",418,disagree
Medina was Muhammad's destination.,419,agree
A signer of the Poona Pact is a politician.,420,agree
Nelson Mandela rejected socialism.,421,disagree
Evil is commonly associated with trauma.,422,agree
Trevor Noah is not South African.,423,unrelated
Stockard Channing acted in a play.,424,agree
Richard Nixon's wife's had no name.,425,disagree
Little Mix is a milkshake.,426,disagree
Rose Kennedy was an American born in the 1800s who lived to be over 100 years old.,427,agree
Harry Styles had his first acting role in the film Dunkirk.,428,unrelated
"Journey's fourth album was Infinity, released in 1978.",429,unrelated
FC Barcelona's leader was Joan Gamper.,430,agree
42 (film) is an American film that received positive promotional reviews.,431,unrelated
Haim Saban was born on May 15.,432,disagree
Jean-Martin Charcot was from France.,433,unrelated
Lexmark is a Chinese-owned corporation based in America.,434,agree
Dangal (film) is set only outside of Haryana.,435,disagree
The Fifth Element was the lowest-grossing French film in the international box office until 2011.,436,disagree
Memento achieved $39.7 million.,437,unrelated
John Adams was not a statesman.,438,disagree
Friday the 13th's main character is a turnip.,439,disagree
Avril Lavigne sang the song Complicated.,440,unrelated
Mark Hamill is an American.,441,unrelated
BYD Auto is a British automobile manufacturer.,442,unrelated
Jamie Foxx's time-point of birth is in the 20th century.,443,agree
Anorexia nervosa is characterized by a love of gaining weight.,444,unrelated
Brazil has always been a colony.,445,disagree
The 2011 FIFA U-20 World Cup was hosted in Germany.,446,disagree
Cloud Atlas is adapted from a novel by David Mitchell.,447,unrelated
Adienne Bailon doesn't write and perform her own songs.,448,unrelated
Splash was directed by Alan Rickman.,449,disagree
Cloud Atlas premiered at the 27th Manhattan International Film Festival.,450,unrelated
Dead Man Down was released in 2014.,451,disagree
Karl Urban was in a film directed by J.J. Abrams.,452,agree
"Bryan Cranston played Walter White, the main character in the television series Breaking Bad, for several years.",453,unrelated
"Maggie Gyllenhaal performed in ""Crazy Heart"".",454,agree
Kevin Durant is not a writer.,455,disagree
Batman Begins is considered one of the best superhero films.,456,unrelated
Gillian Jacobs had a one-time role on the HBO series Girls.,457,unrelated
Al Capone was released after ten years.,458,disagree
Texas was once ruled by another country.,459,unrelated
"In the California primaries, Robert F. Kennedy beat Senator Eugene McCarthy.",460,unrelated
Tim Robbins failed to ever have a career directing.,461,disagree
John Lennon was one of the Beatles's co-founders.,462,agree
Steve Irwin was not born in 1962.,463,disagree
Maya Rudolph appeared in a film.,464,agree
Italy is on Mars.,465,disagree
Split (2016 American film) was filmed in China.,466,disagree
Before Night Falls is directed by James Cameron.,467,disagree
Prison Break won a People's Choice Award.,468,agree
Iraq is not a country.,469,disagree
Dennis Hopper starred in Blue Velvet.,470,unrelated
Vladimir Putin studied German in an American high school.,471,unrelated
Ryan Dusick is an American record breaker.,472,unrelated
Mr. Sunshine finished on ABC.,473,agree
Juana la virgen is a telenovela written by George R. R. Martin.,474,unrelated
"The Offspring is from San Francisco, California.",475,unrelated
Kristofer Hivju was born in 1978.,476,unrelated
Dolly Parton didn't star in 9 to 5.,477,unrelated
Phil Mickelson is not a golfer.,478,disagree
Generation X features birth years from the 1910s.,479,disagree
Cannibalism was sparse in the past among humans.,480,disagree
Hisense acquired at least one right in 2015.,481,unrelated
Ruth Negga is a film actress.,482,unrelated
One Direction has won the MTV North America Music Awards.,483,unrelated
J. Cole was the founder of the Dreamville Foundation.,484,unrelated
The Magna Carta pledged to protect church rights.,485,unrelated
The 1997 Locus Award was won by A Game of Thrones.,486,unrelated
The Illuminati attracts writers.,487,agree
Paul Walker was an American man.,488,unrelated
Joaquin Phoenix did not earn a Best Actor nomination for portraying Freddie Quell in The Master.,489,disagree
Rock music originated in North America.,490,agree
Luke Evans did not play Gaston in Beauty and the Beast.,491,disagree
Arrow's soundtrack was only released for the first season.,492,disagree
The Los Angeles Lakers won five championships in nine years.,493,unrelated
The Great Buck Howard was directed by a Russian.,494,disagree
Future was born in California.,495,disagree
The Host starred actors and actresses exclusively from Slovenia.,496,disagree
Usher was born in Texas.,497,agree
Lions are the smallest living cat.,498,disagree
Josh Duhamel has been incapable of acting his whole life.,499,unrelated
Observer Media is an American company.,500,agree
Cannibalism was sparse in the past among humans.,501,unrelated
Keanu Reeves was the prince in a production of Hamlet.,502,agree
Glamorous is unknown to Fergie.,503,unrelated
Billy Clanton has stolen something.,504,unrelated
Suicide Kings is a film that was created in 1997.,505,unrelated
Code Geass has been adapted into other media.,506,agree
Fences failed to cast Mykelti Williamson.,507,disagree
Nikola Tesla refused to be a physicist.,508,disagree
Computer scientists uses Pi.,509,agree
Paul Bettany is single.,510,disagree
English isn't influenced by Latin.,511,unrelated
"Kenny Rogers has received numerous pigs, such as Grammys and AMAs.",512,unrelated
Emily Blunt is exclusively a singer.,513,disagree
Jet Li was not in an action trilogy.,514,disagree
Antarctica is almost entirely north of the Antarctic Circle.,515,disagree
The Republic of Zambia is bordered to the east by Malawi.,516,agree
The Hateful Eight's soundtrack was not composed by an Italian.,517,unrelated
Helen Gardner lectured in Chicago.,518,agree
Jim Carrey appeared in a 2013 superhero comedy film.,519,unrelated
"Annie Parisse was on the television series ""The Following"" from 1937 until her death in 1945.",520,disagree
Vito Corleone only has a daughter.,521,disagree
Mariah Carey is female.,522,unrelated
The Bounty was not based on any book.,523,disagree
In Dubious Battle featured Josh Hutcherson.,524,agree
The first season of Legion premiered at the Pacific Design Center in 2015.,525,unrelated
Lake Powell is mostly located in Utah.,526,unrelated
Mike Judge is a person.,527,agree
Heartland was on Fox.,528,disagree
Jerry Goldsmith was nominated for awards.,529,unrelated
Iggy Azalea signed a recording contract with Grand Hustle Records.,530,unrelated
Mother Teresa was born on September 4 2016.,531,unrelated
Mariah Carey was born on April.,532,unrelated
Dennis Hopper was not a photographer.,533,disagree
The United Kingdom was the third industrialized country.,534,disagree
Drama school offers Master of Fine Arts.,535,agree
Olivia Munn possessed an early career.,536,agree
Warm Leatherette was released in 1990.,537,disagree
Brad Paisley was in the Grand Ole Pry.,538,agree
Tim Allen was featured in Last Man Standing.,539,agree
